Protein	Protein ID	Entry Name	Gene	Protein Length	Organism	Protein Existence	Description	Protein Probability	Top Peptide Probability	Combined Total Peptides	Combined Spectral Count	Combined Unique Spectral Count	Combined Total Spectral Count	IDHmut_4 Spectral Count	IDHmut_5 Spectral Count	IDHmut_6 Spectral Count	IDHwt_1 Spectral Count	IDHwt_2 Spectral Count	IDHwt_3 Spectral Count	IDHmut_4 Unique Spectral Count	IDHmut_5 Unique Spectral Count	IDHmut_6 Unique Spectral Count	IDHwt_1 Unique Spectral Count	IDHwt_2 Unique Spectral Count	IDHwt_3 Unique Spectral Count	IDHmut_4 Total Spectral Count	IDHmut_5 Total Spectral Count	IDHmut_6 Total Spectral Count	IDHwt_1 Total Spectral Count	IDHwt_2 Total Spectral Count	IDHwt_3 Total Spectral Count	IDHmut_4 Intensity	IDHmut_5 Intensity	IDHmut_6 Intensity	IDHwt_1 Intensity	IDHwt_2 Intensity	IDHwt_3 Intensity	IDHmut_4 MaxLFQ Intensity	IDHmut_5 MaxLFQ Intensity	IDHmut_6 MaxLFQ Intensity	IDHwt_1 MaxLFQ Intensity	IDHwt_2 MaxLFQ Intensity	IDHwt_3 MaxLFQ Intensity	Indistinguishable Proteins
sp|Q9H3P2|NELFA_HUMAN	Q9H3P2	NELFA_HUMAN	NELFA	528	Homo sapiens	1:Experimental evidence at protein level	Negative elongation factor A	1.0	0.999	7	17	17	17	3	2	1	4	5	2	3	2	1	4	5	2	3	2	1	4	5	2	7.9284048E7	4.3206056E7	2.4222182E7	8.5621704E7	1.23173136E8	7.3622784E7	4.8575256E7	4.0604872E7	0.0	5.1901472E7	8.0551584E7	5.859072E7	
sp|Q9H3P7|GCP60_HUMAN	Q9H3P7	GCP60_HUMAN	ACBD3	528	Homo sapiens	1:Experimental evidence at protein level	Golgi resident protein	1.0	0.999	13	42	42	42	4	7	4	11	5	11	4	7	4	11	5	11	4	7	4	11	5	11	1.91237136E8	3.33641088E8	1.26166032E8	7.816953E8	3.2137296E8	6.791527E8	6.6213736E7	7.2572064E7	4.8619844E7	1.68374656E8	1.05776352E8	1.255104E8	
sp|Q9H3Q1|BORG4_HUMAN	Q9H3Q1	BORG4_HUMAN	CDC42EP4	356	Homo sapiens	1:Experimental evidence at protein level	Cdc42 effector protein 4	1.0	0.999	17	90	90	90	17	15	27	11	8	12	17	15	27	11	8	12	17	15	27	11	8	12	1.37991731E9	1.16377114E9	1.71906202E9	5.04312512E8	4.03070304E8	6.6468589E8	3.13712128E8	2.63850688E8	4.17286592E8	1.30628736E8	1.37927456E8	1.65210944E8	
sp|Q9H3S1|SEM4A_HUMAN	Q9H3S1	SEM4A_HUMAN	SEMA4A	761	Homo sapiens	1:Experimental evidence at protein level	Semaphorin-4A	0.9776	0.999	1	2	2	2	1	0	1	0	0	0	1	0	1	0	0	0	1	0	1	0	0	0	1.9159762E7	0.0	2.4485546E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q9H3S5|PIGM_HUMAN	Q9H3S5	PIGM_HUMAN	PIGM	423	Homo sapiens	1:Experimental evidence at protein level	GPI mannosyltransferase 1	0.9776	0.999	1	1	1	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q9H3S7|PTN23_HUMAN	Q9H3S7	PTN23_HUMAN	PTPN23	1636	Homo sapiens	1:Experimental evidence at protein level	Tyrosine-protein phosphatase non-receptor type 23	1.0	0.999	37	120	120	120	18	22	21	22	19	18	18	22	21	22	19	18	18	22	21	22	19	18	1.05457299E9	1.49527949E9	8.9183891E8	1.14532211E9	7.7631027E8	7.5186246E8	1.69712736E8	2.04013088E8	1.59273664E8	1.5831336E8	1.57118912E8	1.64526928E8	
sp|Q9H3U1|UN45A_HUMAN	Q9H3U1	UN45A_HUMAN	UNC45A	944	Homo sapiens	1:Experimental evidence at protein level	Protein unc-45 homolog A	1.0	0.999	24	66	66	66	5	2	1	17	18	23	5	2	1	17	18	23	5	2	1	17	18	23	4.4052784E7	2.631102E7	7819958.0	6.1720627E8	1.14255437E9	1.08113818E9	2.920713E7	3.9343084E7	0.0	8.0168584E7	1.49324016E8	1.25375296E8	
sp|Q9H3U5|MFSD1_HUMAN	Q9H3U5	MFSD1_HUMAN	MFSD1	465	Homo sapiens	2:Experimental evidence at transcript level	Major facilitator superfamily domain-containing protein 1	0.9994	0.999	2	2	2	2	0	0	0	1	1	0	0	0	0	1	1	0	0	0	0	1	1	0	0.0	0.0	0.0	3.7583448E7	9625772.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q9H3Y8|PPDPF_HUMAN	Q9H3Y8	PPDPF_HUMAN	PPDPF	114	Homo sapiens	1:Experimental evidence at protein level	Pancreatic progenitor cell differentiation and proliferation factor	0.9776	0.999	1	4	4	4	0	1	1	1	0	1	0	1	1	1	0	1	0	1	1	1	0	1	0.0	0.0	7927790.0	1.685515E7	0.0	2.3189838E7	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q9H3Z4|DNJC5_HUMAN	Q9H3Z4	DNJC5_HUMAN	DNAJC5	198	Homo sapiens	1:Experimental evidence at protein level	DnaJ homolog subfamily C member 5	1.0	0.999	9	61	61	61	12	15	11	11	6	6	12	15	11	11	6	6	12	15	11	11	6	6	1.55074714E9	2.21111091E9	1.74311142E9	6.4573037E8	6.0038618E8	2.70243424E8	5.8261549E8	9.0916045E8	7.9450144E8	5.899488E8	3.04520288E8	4.52463712E8	
sp|Q9H425|CA198_HUMAN	Q9H425	CA198_HUMAN	C1orf198	327	Homo sapiens	1:Experimental evidence at protein level	Uncharacterized protein C1orf198	1.0	0.999	14	41	41	41	14	8	14	2	3	0	14	8	14	2	3	0	14	8	14	2	3	0	1.99152218E9	8.9784019E8	1.40030886E9	7.0198824E7	1.28752816E8	0.0	3.1503024E8	1.8187848E8	2.2506904E8	6.2074468E7	8.4999136E7	0.0	
sp|Q9H426|RIMS4_HUMAN	Q9H426	RIMS4_HUMAN	RIMS4	269	Homo sapiens	1:Experimental evidence at protein level	Regulating synaptic membrane exocytosis protein 4	0.9747	0.9989	1	1	1	1	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q9H444|CHM4B_HUMAN	Q9H444	CHM4B_HUMAN	CHMP4B	224	Homo sapiens	1:Experimental evidence at protein level	Charged multivesicular body protein 4b	1.0	0.999	11	53	48	53	10	8	8	8	11	8	10	8	8	7	10	5	10	8	8	8	11	8	1.00186125E9	9.7931686E8	8.8523494E8	1.16459648E9	1.53715942E9	9.6955411E8	2.99453408E8	3.60878432E8	2.810592E8	4.0138912E8	4.88813312E8	7.0798144E8	
sp|Q9H446|RWDD1_HUMAN	Q9H446	RWDD1_HUMAN	RWDD1	243	Homo sapiens	1:Experimental evidence at protein level	RWD domain-containing protein 1	1.0	0.999	4	6	6	6	0	0	0	1	3	2	0	0	0	1	3	2	0	0	0	1	3	2	0.0	0.0	0.0	1.03245352E8	1.40965696E8	1.23560704E8	0.0	0.0	0.0	0.0	8.0065464E7	6.1644032E7	
sp|Q9H469|FXL15_HUMAN	Q9H469	FXL15_HUMAN	FBXL15	300	Homo sapiens	1:Experimental evidence at protein level	F-box/LRR-repeat protein 15	1.0	0.9986	3	3	3	3	0	1	0	0	2	0	0	1	0	0	2	0	0	1	0	0	2	0	0.0	0.0	0.0	0.0	4.232036E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q9H477|RBSK_HUMAN	Q9H477	RBSK_HUMAN	RBKS	322	Homo sapiens	1:Experimental evidence at protein level	Ribokinase	0.9776	0.999	1	4	4	4	1	0	1	1	1	0	1	0	1	1	1	0	1	0	1	1	1	0	4.1449064E7	0.0	3.1583642E7	1.736958E7	4.3411208E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q9H479|FN3K_HUMAN	Q9H479	FN3K_HUMAN	FN3K	309	Homo sapiens	1:Experimental evidence at protein level	Fructosamine-3-kinase	1.0	0.999	14	61	61	61	14	9	16	6	10	6	14	9	16	6	10	6	14	9	16	6	10	6	2.1382903E9	1.37103104E9	2.88737715E9	5.06265152E8	1.09387635E9	5.6922061E8	5.35764576E8	3.80348288E8	6.1930707E8	1.59514608E8	3.22575168E8	1.6758512E8	
sp|Q9H488|OFUT1_HUMAN	Q9H488	OFUT1_HUMAN	POFUT1	388	Homo sapiens	1:Experimental evidence at protein level	GDP-fucose protein	1.0	0.999	8	28	28	28	3	0	1	6	9	9	3	0	1	6	9	9	3	0	1	6	9	9	2.07050176E8	0.0	4.4506852E7	7.3397267E8	7.853529E8	1.4801897E9	1.10329904E8	0.0	0.0	2.8727088E8	2.09728656E8	2.91161568E8	
sp|Q9H490|PIGU_HUMAN	Q9H490	PIGU_HUMAN	PIGU	435	Homo sapiens	1:Experimental evidence at protein level	Phosphatidylinositol glycan anchor biosynthesis class U protein	0.9995	0.999	2	3	3	3	0	0	0	1	1	1	0	0	0	1	1	1	0	0	0	1	1	1	0.0	0.0	0.0	2.14153E7	4.311716E7	4.019816E7	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q9H492|MLP3A_HUMAN	Q9H492	MLP3A_HUMAN	MAP1LC3A	121	Homo sapiens	1:Experimental evidence at protein level	Microtubule-associated proteins 1A/1B light chain 3A	1.0	0.999	5	40	25	40	6	11	7	4	6	6	3	8	4	2	4	4	6	11	7	4	6	6	3.67692134E9	5.6107464E9	4.5625692E9	2.51903565E9	3.03300736E9	3.84143283E9	2.05611494E9	3.17743821E9	2.6147008E9	1.46717466E9	1.63998899E9	2.02690611E9	
sp|Q9H496|IFG15_HUMAN	Q9H496	IFG15_HUMAN	TOR1AIP2	131	Homo sapiens	1:Experimental evidence at protein level	Torsin-1A-interacting protein 2, isoform IFRG15	0.9776	0.999	1	2	2	2	1	1	0	0	0	0	1	1	0	0	0	0	1	1	0	0	0	0	1.739832E7	1.6514168E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q9H497|TOR3A_HUMAN	Q9H497	TOR3A_HUMAN	TOR3A	397	Homo sapiens	1:Experimental evidence at protein level	Torsin-3A	1.0	0.999	4	4	4	4	1	0	0	2	0	1	1	0	0	2	0	1	1	0	0	2	0	1	0.0	0.0	0.0	1.7308382E7	0.0	1.6821464E7	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q9H4A3|WNK1_HUMAN	Q9H4A3	WNK1_HUMAN	WNK1	2382	Homo sapiens	1:Experimental evidence at protein level	Serine/threonine-protein kinase WNK1	1.0	0.999	26	80	58	80	15	13	13	14	17	8	11	8	9	11	14	5	15	13	13	14	17	8	9.1225037E8	1.02679501E9	7.4660723E8	8.1700154E8	1.05257747E9	4.99345888E8	1.51326048E8	2.16134176E8	1.96625856E8	2.0271184E8	1.72261808E8	1.4637752E8	
sp|Q9H4A4|AMPB_HUMAN	Q9H4A4	AMPB_HUMAN	RNPEP	650	Homo sapiens	1:Experimental evidence at protein level	Aminopeptidase B	1.0	0.999	30	111	111	111	19	16	10	21	25	20	19	16	10	21	25	20	19	16	10	21	25	20	1.72346803E9	1.35567795E9	7.0545024E8	2.37121203E9	3.15044045E9	2.03636454E9	2.41231808E8	2.07203872E8	1.83956032E8	3.56344576E8	4.65705152E8	3.091176E8	
sp|Q9H4A6|GOLP3_HUMAN	Q9H4A6	GOLP3_HUMAN	GOLPH3	298	Homo sapiens	1:Experimental evidence at protein level	Golgi phosphoprotein 3	1.0	0.999	3	7	2	7	1	1	0	2	2	1	0	0	0	1	1	0	1	1	0	2	2	1	2.8232462E7	2.6036294E7	0.0	2.8423772E7	4.37474E7	2.7177476E7	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q9H4B0|OSGL1_HUMAN	Q9H4B0	OSGL1_HUMAN	OSGEPL1	414	Homo sapiens	1:Experimental evidence at protein level	tRNA	0.9995	0.999	1	3	3	3	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1.6666167E7	0.0	1.6847932E7	0.0	5.62912E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q9H4B7|TBB1_HUMAN	Q9H4B7	TBB1_HUMAN	TUBB1	451	Homo sapiens	1:Experimental evidence at protein level	Tubulin beta-1 chain	1.0	0.999	18	33	33	482	4	5	3	6	8	7	4	5	3	6	8	7	81	100	99	60	74	68	7.633476E7	5.5600764E7	5.5518376E7	2.48673296E8	3.40913056E8	2.2425424E8	5.810856E7	1.7722538E7	0.0	7.4554784E7	7.6857624E7	8.2859376E7	
sp|Q9H4D0|CSTN2_HUMAN	Q9H4D0	CSTN2_HUMAN	CLSTN2	955	Homo sapiens	1:Experimental evidence at protein level	Calsyntenin-2	0.9992	0.999	3	4	4	4	0	3	0	1	0	0	0	3	0	1	0	0	0	3	0	1	0	0	0.0	7.8388568E7	0.0	1.1616348E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q9H4E5|RHOJ_HUMAN	Q9H4E5	RHOJ_HUMAN	RHOJ	214	Homo sapiens	1:Experimental evidence at protein level	Rho-related	0.9776	0.999	2	2	2	8	0	0	0	1	1	0	0	0	0	1	1	0	2	2	1	2	1	0	0.0	0.0	0.0	0.0	5739307.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q9H4E7|DEFI6_HUMAN	Q9H4E7	DEFI6_HUMAN	DEF6	631	Homo sapiens	1:Experimental evidence at protein level	Differentially expressed in FDCP 6 homolog	0.9998	0.999	3	5	3	5	0	0	0	2	1	2	0	0	0	1	1	1	0	0	0	2	1	2	0.0	0.0	0.0	7.2608928E7	4618409.5	3.385662E7	0.0	0.0	0.0	3.5914848E7	0.0	3.4688644E7	
sp|Q9H4F8|SMOC1_HUMAN	Q9H4F8	SMOC1_HUMAN	SMOC1	434	Homo sapiens	1:Experimental evidence at protein level	SPARC-related modular calcium-binding protein 1	1.0	0.999	14	32	32	32	6	16	10	0	0	0	6	16	10	0	0	0	6	16	10	0	0	0	5.7113094E8	2.96583834E9	1.05025018E9	0.0	0.0	0.0	2.8015296E8	7.5660864E8	2.62737088E8	0.0	0.0	0.0	
sp|Q9H4G0|E41L1_HUMAN	Q9H4G0	E41L1_HUMAN	EPB41L1	881	Homo sapiens	1:Experimental evidence at protein level	Band 4.1-like protein 1	1.0	0.999	56	251	242	291	49	66	61	31	20	24	47	65	59	29	19	23	59	72	72	35	24	29	8.4274007E9	1.14951424E10	7.811989E9	3.59416627E9	1.81509747E9	3.54901683E9	1.12791808E9	1.50412454E9	1.2715616E9	4.67385728E8	3.726968E8	5.6988749E8	
sp|Q9H4G4|GAPR1_HUMAN	Q9H4G4	GAPR1_HUMAN	GLIPR2	154	Homo sapiens	1:Experimental evidence at protein level	Golgi-associated plant pathofeaturesis-related protein 1	1.0	0.999	9	58	58	58	9	9	12	7	12	9	9	9	12	7	12	9	9	9	12	7	12	9	1.72531981E9	1.4546784E9	2.5838423E9	8.7171315E8	2.00720141E9	8.1979878E8	6.3995098E8	5.1757536E8	8.2872634E8	4.14606144E8	6.3944506E8	3.41805472E8	
sp|Q9H4I2|ZHX3_HUMAN	Q9H4I2	ZHX3_HUMAN	ZHX3	956	Homo sapiens	1:Experimental evidence at protein level	Zinc fingers and homeoboxes protein 3	0.9874	0.999	3	3	3	4	0	0	0	2	0	1	0	0	0	2	0	1	0	0	0	3	0	1	0.0	0.0	0.0	4.128356E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q9H4I3|TRABD_HUMAN	Q9H4I3	TRABD_HUMAN	TRABD	376	Homo sapiens	1:Experimental evidence at protein level	TraB domain-containing protein	0.9993	0.999	2	3	3	3	0	0	0	1	2	0	0	0	0	1	2	0	0	0	0	1	2	0	0.0	0.0	0.0	0.0	6661640.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q9H4I9|EMRE_HUMAN	Q9H4I9	EMRE_HUMAN	SMDT1	107	Homo sapiens	1:Experimental evidence at protein level	Essential MCU regulator, mitochondrial	0.9772	0.999	1	2	2	2	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0.0	2358803.8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q9H4L4|SENP3_HUMAN	Q9H4L4	SENP3_HUMAN	SENP3	574	Homo sapiens	1:Experimental evidence at protein level	Sentrin-specific protease 3	1.0	0.999	5	11	11	11	0	1	0	5	4	1	0	1	0	5	4	1	0	1	0	5	4	1	0.0	0.0	0.0	2.28023E7	4.0797256E7	8913087.0	0.0	0.0	0.0	1.1393425E7	2.1398378E7	0.0	
sp|Q9H4L5|OSBL3_HUMAN	Q9H4L5	OSBL3_HUMAN	OSBPL3	887	Homo sapiens	1:Experimental evidence at protein level	Oxysterol-binding protein-related protein 3	1.0	0.999	10	16	16	19	1	0	2	4	5	4	1	0	2	4	5	4	3	0	2	5	5	4	3.5036064E7	0.0	2.6078412E7	8.9274576E7	2.16582016E8	4.5535452E7	0.0	0.0	0.0	5.4435836E7	5.7492892E7	3.9633332E7	
sp|Q9H4L7|SMRCD_HUMAN	Q9H4L7	SMRCD_HUMAN	SMARCAD1	1026	Homo sapiens	1:Experimental evidence at protein level	SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A containing DEAD/H box 1	0.9776	0.999	1	2	2	2	0	0	0	1	1	0	0	0	0	1	1	0	0	0	0	1	1	0	0.0	0.0	0.0	1.0648862E7	1.5421796E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q9H4M3|FBX44_HUMAN	Q9H4M3	FBX44_HUMAN	FBXO44	255	Homo sapiens	1:Experimental evidence at protein level	F-box only protein 44	1.0	0.999	2	7	7	7	3	1	3	0	0	0	3	1	3	0	0	0	3	1	3	0	0	0	4.4184288E7	0.0	3.042423E7	0.0	0.0	0.0	2.8030382E7	0.0	1.5004234E7	0.0	0.0	0.0	
sp|Q9H4M9|EHD1_HUMAN	Q9H4M9	EHD1_HUMAN	EHD1	534	Homo sapiens	1:Experimental evidence at protein level	EH domain-containing protein 1	1.0	0.999	32	105	105	212	17	18	19	18	18	15	17	18	19	18	18	15	38	38	37	36	34	29	1.39135667E9	1.36584307E9	1.27445952E9	2.10015258E9	1.5254464E9	1.6265687E9	3.58868704E8	3.2645984E8	3.64135744E8	3.82403168E8	3.23191744E8	3.4978592E8	
sp|Q9H4X1|RGCC_HUMAN	Q9H4X1	RGCC_HUMAN	RGCC	137	Homo sapiens	1:Experimental evidence at protein level	Regulator of cell cycle RGCC	0.9776	0.999	1	1	1	1	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	2.5298012E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q9H4Z3|CAPAM_HUMAN	Q9H4Z3	CAPAM_HUMAN	PCIF1	704	Homo sapiens	1:Experimental evidence at protein level	mRNA	1.0	0.999	4	6	6	6	0	1	0	2	2	1	0	1	0	2	2	1	0	1	0	2	2	1	0.0	1.1440824E7	0.0	3.9108308E7	5.1548996E7	5.1524028E7	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q9H501|ESF1_HUMAN	Q9H501	ESF1_HUMAN	ESF1	851	Homo sapiens	1:Experimental evidence at protein level	ESF1 homolog	0.8597	0.9929	1	1	1	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0.0	0.0	0.0	0.0	0.0	1.1936607E7	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q9H553|ALG2_HUMAN	Q9H553	ALG2_HUMAN	ALG2	416	Homo sapiens	1:Experimental evidence at protein level	Alpha-1,3/1,6-mannosyltransferase ALG2	1.0	0.999	10	37	37	37	5	4	7	7	8	6	5	4	7	7	8	6	5	4	7	7	8	6	2.69895872E8	1.91973056E8	1.90792496E8	8.7896742E8	6.7475219E8	7.5658803E8	8.764592E7	9.6257808E7	7.6342528E7	2.08384528E8	2.27717856E8	2.6149536E8	
sp|Q9H583|HEAT1_HUMAN	Q9H583	HEAT1_HUMAN	HEATR1	2144	Homo sapiens	1:Experimental evidence at protein level	HEAT repeat-containing protein 1	1.0	0.999	14	18	18	18	0	0	0	7	4	7	0	0	0	7	4	7	0	0	0	7	4	7	0.0	0.0	0.0	9.3415696E7	4.4981192E7	9.958276E7	0.0	0.0	0.0	2.2290196E7	2.5942936E7	2.4267756E7	
sp|Q9H598|VIAAT_HUMAN	Q9H598	VIAAT_HUMAN	SLC32A1	525	Homo sapiens	2:Experimental evidence at transcript level	Vesicular inhibitory amino acid transporter	1.0	0.999	10	29	29	29	13	7	6	2	0	1	13	7	6	2	0	1	13	7	6	2	0	1	9.962519E8	4.89564E8	3.66349056E8	4.5812008E7	0.0	6.0643878E8	1.60113504E8	1.84484368E8	1.30788152E8	3.6260648E7	0.0	0.0	
sp|Q9H5K3|SG196_HUMAN	Q9H5K3	SG196_HUMAN	POMK	350	Homo sapiens	1:Experimental evidence at protein level	Protein	0.9976	0.999	3	3	3	3	1	0	0	2	0	0	1	0	0	2	0	0	1	0	0	2	0	0	0.0	0.0	0.0	9373528.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q9H5N1|RABE2_HUMAN	Q9H5N1	RABE2_HUMAN	RABEP2	569	Homo sapiens	1:Experimental evidence at protein level	Rab	1.0	0.999	9	13	13	13	0	4	0	7	1	1	0	4	0	7	1	1	0	4	0	7	1	1	0.0	3.4219192E7	0.0	1.01964136E8	3.54484E7	5.2327088E7	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q9H5X1|CIA2A_HUMAN	Q9H5X1	CIA2A_HUMAN	CIAO2A	160	Homo sapiens	1:Experimental evidence at protein level	Cytosolic iron-sulfur assembly component 2A	0.9987	0.999	2	2	2	2	0	0	0	1	1	0	0	0	0	1	1	0	0	0	0	1	1	0	0.0	0.0	0.0	0.0	7.8191896E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q9H6E4|CC134_HUMAN	Q9H6E4	CC134_HUMAN	CCDC134	229	Homo sapiens	1:Experimental evidence at protein level	Coiled-coil domain-containing protein 134	0.8809	0.9941	1	1	1	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0.0	0.0	0.0	0.0	2.2082986E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q9H6F2|TM38A_HUMAN	Q9H6F2	TM38A_HUMAN	TMEM38A	299	Homo sapiens	1:Experimental evidence at protein level	Trimeric intracellular cation channel type A	0.9776	0.999	1	3	3	3	0	1	1	0	1	0	0	1	1	0	1	0	0	1	1	0	1	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q9H6F5|CCD86_HUMAN	Q9H6F5	CCD86_HUMAN	CCDC86	360	Homo sapiens	1:Experimental evidence at protein level	Coiled-coil domain-containing protein 86	0.9807	0.997	3	4	4	4	0	0	0	1	1	2	0	0	0	1	1	2	0	0	0	1	1	2	0.0	0.0	0.0	3.8714296E7	2.7288044E7	1.9769698E7	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q9H6K4|OPA3_HUMAN	Q9H6K4	OPA3_HUMAN	OPA3	179	Homo sapiens	1:Experimental evidence at protein level	Optic atrophy 3 protein	0.9547	0.9979	1	5	5	5	1	1	0	1	1	1	1	1	0	1	1	1	1	1	0	1	1	1	9.5421584E7	1.04634152E8	0.0	8.8058928E7	8.8907224E7	1.05346024E8	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q9H6K5|PRR36_HUMAN	Q9H6K5	PRR36_HUMAN	PRR36	1346	Homo sapiens	1:Experimental evidence at protein level	Proline-rich protein 36	1.0	0.999	17	45	45	45	11	12	14	2	5	1	11	12	14	2	5	1	11	12	14	2	5	1	3.4879808E8	8.4769453E8	6.447047E8	0.0	1.20329432E8	6.8781272E7	8.9107416E7	1.58489264E8	1.30388496E8	0.0	4.7790664E7	0.0	
sp|Q9H6L2|TM231_HUMAN	Q9H6L2	TM231_HUMAN	TMEM231	316	Homo sapiens	1:Experimental evidence at protein level	Transmembrane protein 231	1.0	0.999	3	5	5	5	1	1	0	1	2	0	1	1	0	1	2	0	1	1	0	1	2	0	9860644.0	3.8824484E7	0.0	2.1186464E7	9.8240992E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q9H6L5|RETR1_HUMAN	Q9H6L5	RETR1_HUMAN	RETREG1	497	Homo sapiens	1:Experimental evidence at protein level	Reticulophagy regulator 1	0.9995	0.999	2	3	3	3	0	1	1	0	1	0	0	1	1	0	1	0	0	1	1	0	1	0	0.0	2.546943E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q9H6Q4|CIAO3_HUMAN	Q9H6Q4	CIAO3_HUMAN	CIAO3	476	Homo sapiens	1:Experimental evidence at protein level	Cytosolic iron-sulfur assembly component 3	1.0	0.999	6	9	8	9	2	1	0	4	2	0	2	1	0	4	1	0	2	1	0	4	2	0	3.2746072E7	1.0893857E7	0.0	5.1725608E7	6.5389824E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q9H6R3|ACSS3_HUMAN	Q9H6R3	ACSS3_HUMAN	ACSS3	686	Homo sapiens	1:Experimental evidence at protein level	Acyl-CoA synthetase short-chain family member 3, mitochondrial	1.0	0.999	23	73	73	73	4	11	9	16	17	16	4	11	9	16	17	16	4	11	9	16	17	16	6.838816E7	6.085696E8	5.3781139E8	2.26381542E9	1.5061737E9	1.8633207E9	9.7306816E7	1.0893976E8	1.11862992E8	3.3893824E8	2.63980496E8	2.35875392E8	
sp|Q9H6R4|NOL6_HUMAN	Q9H6R4	NOL6_HUMAN	NOL6	1146	Homo sapiens	1:Experimental evidence at protein level	Nucleolar protein 6	1.0	0.999	4	7	7	7	1	0	0	4	1	1	1	0	0	4	1	1	1	0	0	4	1	1	5974813.5	0.0	0.0	6.6219892E7	1.376493E7	1.5187196E7	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q9H6S0|YTDC2_HUMAN	Q9H6S0	YTDC2_HUMAN	YTHDC2	1430	Homo sapiens	1:Experimental evidence at protein level	3'-5' RNA helicase YTHDC2	1.0	0.999	4	5	5	5	0	0	1	3	0	1	0	0	1	3	0	1	0	0	1	3	0	1	0.0	0.0	0.0	3.5077952E7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q9H6S3|ES8L2_HUMAN	Q9H6S3	ES8L2_HUMAN	EPS8L2	715	Homo sapiens	1:Experimental evidence at protein level	Epidermal growth factor receptor kinase substrate 8-like protein 2	1.0	0.999	7	8	8	8	0	1	0	0	7	0	0	1	0	0	7	0	0	1	0	0	7	0	0.0	0.0	0.0	0.0	1.66774992E8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|Q9H6T3|RPAP3_HUMAN	Q9H6T3	RPAP3_HUMAN	RPAP3	665	Homo sapiens	1:Experimental evidence at protein level	RNA polymerase II-associated protein 3	1.0	0.999	6	12	12	12	1	2	1	6	1	1	1	2	1	6	1	1	1	2	1	6	1	1	0.0	6183280.0	5315649.0	4.4392988E7	1.3347553E7	8012570.0	0.0	0.0	0.0	0.0	0.0	0.0	
